Team1Win,Champ1WR,Champ2WR,Champ3WR,Champ4WR,Champ5WR,PlayerChamp1WR,PlayerChamp2WR,PlayerChamp3WR,PlayerChamp4WR,PlayerChamp5WR,Player1RecentWR,Player2RecentWR,Player3RecentWR,Player4RecentWR,Player5RecentWR,Player1ChampFreq,Player2ChampFreq,Player3ChampFreq,Player4ChampFreq,Player5ChampFreq,Player1Ranking,Player2Ranking,Player3Ranking,Player4Ranking,Player5Ranking,Champ6WR,Champ7WR,Champ8WR,Champ9WR,Champ10WR,PlayerChamp6WR,PlayerChamp7WR,PlayerChamp8WR,PlayerChamp9WR,PlayerChamp10WR,Player6RecentWR,Player7RecentWR,Player8RecentWR,Player9RecentWR,Player10RecentWR,Player6ChampFreq,Player7ChampFreq,Player8ChampFreq,Player9ChampFreq,Player10ChampFreq,Player6Ranking,Player7Ranking,Player8Ranking,Player9Ranking,Player10Ranking
1,52.28,47.71,52.2,47.52,51.31,0.8,0.8,0.666666667,0.75,0.875,0,1,1,1,1,0,0.2,0.2,0.266666667,0.066666667,1,8,4,0,6,48.39,53.96,45.18,47.45,51.07,0.5,0.5,0.533333333,0.461538462,0.666666667,1,1,1,1,0,0.066666667,0.133333333,0.466666667,0.266666667,0,7,2,3,5,9
0,48.27,45.18,50.78,51.62,47.52,0.333333333,0,0,0.533333333,0.6,1,1,0,1,1,0.2,0.133333333,0,0.266666667,0.133333333,7,6,1,3,4,55.22,52.21,49.78,44.79,49.36,0.666666667,0.4,1,0.4,1,1,1,1,1,0,0.2,0.666666667,0.066666667,0.4,0,5,0,8,9,2
0,47.29,47.83,54.51,48.55,52.33,0.466666667,0.533333333,0.6,0.666666667,0.2,1,1,1,1,1,0.466666667,0.2,0.066666667,0.066666667,0.066666667,3,0,1,6,7,51.47,49.69,46.09,52.6,49.02,0.142857143,0.615384615,1,1,0.333333333,1,0,0,1,1,0.066666667,0,0,0.266666667,0.266666667,9,4,2,5,8
0,49.1,45.18,51.17,48.79,52.9,0.4,0.4,0.6,0.5,1,1,1,1,1,0,0.2,0.133333333,0.4,0.133333333,0,3,0,2,9,7,46.41,50.63,51.31,50.26,48.75,0.666666667,0.5,0.5,0.533333333,0.7,1,1,1,1,1,0.2,0.066666667,0.066666667,0.4,0.133333333,4,8,5,6,1
0,48.02,50.28,52.45,49.12,50.93,0.4,0.8,1,0.8,0.533333333,1,1,1,1,1,0.2,0.066666667,0.133333333,0.2,0.2,8,0,4,2,7,51.17,52.2,52.9,54.51,50.63,0.6,0.6,0.555555556,0.6,1,1,1,1,1,1,0.333333333,0.2,0.066666667,0.266666667,0.066666667,3,5,1,6,9
0,45.93,51.62,52.9,45.18,48.27,0,0.75,0.6,0.666666667,0,1,1,1,0,0,0.133333333,0.133333333,0.066666667,0,0,7,8,3,9,2,49.39,52.2,54.51,48.75,50.63,0.4,0.75,0,0.5,0.692307692,1,1,0,1,1,0.133333333,0.066666667,0,0.2,0.066666667,6,4,0,1,5
1,48.39,54.13,50.59,50.21,45.71,1,0.6,0.5,0.5,0.666666667,0,1,1,0,1,0,0.933333333,0.2,0,0.133333333,7,8,9,2,1,45.18,51.47,51.04,51.49,50.26,0.6,0.533333333,0.6,1,0.583333333,1,0,1,1,1,0.266666667,0,1,0.333333333,0.066666667,5,6,3,4,0
0,54.13,50.93,49.1,49.21,51.62,0,0.5,0.4,0,0,1,1,1,0,1,0.066666667,0.133333333,0.133333333,0,0.133333333,1,7,8,0,4,49.39,50.26,47.39,48.79,51.47,0.533333333,1,0.333333333,1,1,0,1,1,1,1,0,0.2,0.2,0.066666667,0.066666667,3,5,6,9,2
1,51.49,46.56,45.71,48.39,51.49,0,1,1,0.8,0.8,0,0,1,1,1,0,0,0.066666667,0.133333333,0.133333333,1,6,4,7,0,49.8,50.64,50.26,49.39,47.29,0.5,0.5,0.5,0,0.5,1,1,1,0,1,0.2,0.133333333,0.333333333,0,0.133333333,-1,2,3,8,5
0,52.21,54.51,52.33,52.2,49.92,0.4,0.777777778,0.6,0.333333333,0.545454545,1,1,1,1,1,0.4,0.533333333,0.333333333,0.133333333,0.4,7,4,8,9,1,50.59,47.5,51.24,49.1,52.9,0.6,1,0.5,0.285714286,0.538461538,1,1,1,1,1,0.066666667,0.066666667,0.133333333,0.066666667,0.2,2,3,5,6,0
1,55.22,52.2,49.24,49.52,52.9,1,0.5,0.4,0.5,0.6,0,1,1,0,1,0,0.133333333,0.066666667,0,0.333333333,0,9,5,4,8,51.62,46.53,50.64,48.39,49.1,0.266666667,0.333333333,0,0,0.333333333,0,1,1,1,1,0,0.466666667,0.066666667,0.066666667,0.133333333,7,6,1,3,2
1,55.22,50.93,49.24,48.45,49.52,0.5,0.75,0.333333333,0.466666667,0.571428571,1,0,1,1,1,0.4,0,0.066666667,0.466666667,0.133333333,7,1,2,9,6,52.41,51.07,52.21,52.9,54.51,0.461538462,0.444444444,1,0.4,0.333333333,1,1,0,1,1,0.066666667,0.2,0,0.866666667,0.133333333,0,5,3,8,4
1,46.76,50.26,52.07,50.21,51.85,0.3,0.533333333,0.6,0.5,0.8,0,1,1,0,0,0,0.266666667,0.2,0,0,8,6,1,2,5,51.31,50.78,48.79,49.1,51.37,0.25,0,1,0.533333333,1,1,1,0,1,0,0.066666667,0.066666667,0,0.466666667,0,0,7,9,4,3
0,45.14,49.52,54.13,51.07,48.39,0,0.666666667,0.4,0.5,0,0,1,0,0,1,0,0.066666667,0,0,0.133333333,0,8,1,2,6,50.21,49.8,49.1,45.71,49.81,0.8,0.533333333,1,0,0.5,0,1,0,0,1,0,0.2,0,0,0.133333333,3,4,5,9,7
1,53.96,49.12,48.95,52.9,47.45,0.8,0.8,0.454545455,0.466666667,0,1,1,1,1,1,0.133333333,0.8,0.266666667,0.133333333,0.066666667,4,6,1,7,2,50.26,55.22,48.79,46.5,49.92,0.466666667,0.4,0,0.333333333,0,1,0,1,0,0,0.066666667,0,0.066666667,0,0,8,3,9,5,0
0,52.07,49.3,49.43,47.71,48.39,0,0.333333333,0,0.75,0.6,0,1,1,1,1,0,0.466666667,0.066666667,0.266666667,0.2,5,6,7,8,1,53.96,48.02,50.26,50.21,48.27,0.714285714,0.75,1,0.533333333,1,1,1,0,1,1,0.2,0.333333333,0,0.333333333,0.133333333,2,9,3,4,0
1,49.1,49.78,45.18,48.65,50.64,0.666666667,0.333333333,0.4,0.666666667,1,1,0,1,1,1,0.466666667,0,0.2,0.466666667,0.066666667,7,2,4,0,3,47.83,49.81,52.9,54.51,49.3,0.4,0,1,0.8,0.6,1,1,1,1,1,0.533333333,0.066666667,0.266666667,0.266666667,0.066666667,6,8,5,9,1
1,46.41,49.81,52.28,52.2,54.51,0.533333333,0.666666667,0.666666667,0.666666667,0.8,0,1,1,1,1,0,0.2,0.2,0.133333333,0.4,1,7,2,9,3,47.29,53.99,50.93,49.1,51.49,0.888888889,0.533333333,0.733333333,1,0.6,1,1,1,1,1,0.133333333,0.466666667,0.133333333,0.066666667,0.4,0,6,5,8,4
0,46.98,49.78,48.71,48.95,47.83,0.4,0,0,0.266666667,0.666666667,1,1,1,1,1,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0,3,5,7,1,55.22,49.52,50.93,53.99,47.05,0.571428571,0.333333333,0.5,0.5,1,0,1,0,1,0,0,0.133333333,0,0.066666667,0,9,4,6,8,2
1,48.71,50.26,46.98,50.78,52.9,0.8,1,0.666666667,1,0.733333333,1,0,1,1,1,0.066666667,0,0.533333333,0.066666667,0.066666667,2,7,4,3,9,50.65,50.5,48.14,50.64,49.02,0,0.6,0.466666667,0.6,0.733333333,1,1,1,1,1,0.6,0.266666667,0.066666667,0.066666667,0.333333333,1,0,6,8,5
0,54.51,53.83,50.64,50.78,53.99,0.666666667,0,1,0.6,0.5,1,1,0,1,0,0.466666667,0.2,0,0.133333333,0,4,2,5,6,9,49.69,47.52,50.15,48.39,50.09,0.533333333,0.466666667,1,0.333333333,0,1,1,1,1,1,0.266666667,0.4,0.066666667,0.8,0.066666667,7,1,3,8,0
1,47.29,49.69,52.9,49.52,50.78,0.6,0.533333333,0.666666667,0.6,0.8,1,1,1,1,1,0.666666667,0.2,0.133333333,0.333333333,0.466666667,7,5,4,6,8,51.24,50.09,46.98,48.71,48.75,0.6,0.466666667,0.166666667,0.466666667,0.714285714,1,1,0,1,0,0.6,0.133333333,0,0.133333333,0,0,9,2,1,3
1,50.64,49.36,51.37,52.9,50.26,0.75,0.666666667,0.5,0.533333333,0.692307692,1,1,1,1,1,0.066666667,0.2,0.466666667,0.133333333,0.4,1,0,2,3,9,49.3,54.51,46.98,51.31,50.5,0.333333333,0.666666667,0.583333333,0.466666667,0.5,1,1,1,1,1,0.266666667,0.333333333,0.333333333,0.066666667,0.133333333,7,8,4,5,6
0,45.18,45.18,52.9,53.96,49.36,0.533333333,0.533333333,0.615384615,0.75,0,0,1,1,1,1,0,0.066666667,0.133333333,0.133333333,0.4,1,5,6,7,3,49.8,53.99,49.38,54.51,49.43,0.533333333,0.5,0.533333333,0.6,0.666666667,1,1,1,1,0,0.4,0.133333333,0.6,0.266666667,0,2,4,0,8,9
1,52.33,52.07,47.3,48.79,51.62,0.6,0.533333333,0,1,0.666666667,1,1,1,1,1,0.2,0.066666667,0.066666667,0.066666667,0.333333333,5,2,6,7,3,51.31,49.78,50.63,50.09,47.52,0.533333333,0.733333333,0,0.533333333,0.6,1,1,1,1,1,0.666666667,0.266666667,0.2,0.133333333,0.266666667,8,9,1,4,0
1,48.55,52.45,49.8,51.47,51.49,0.533333333,0,0.571428571,0.8,0.4,1,1,0,1,1,0.533333333,0.2,0,0.133333333,0.866666667,9,0,7,2,3,47.5,49.39,54.51,54.13,48.39,0.25,0.5,0.466666667,0.533333333,0,1,1,1,1,1,0.066666667,0.133333333,0.133333333,0.466666667,0.066666667,8,4,5,6,1
1,50.65,48.39,49.8,48.95,52.2,0.4,0.533333333,0.666666667,0.6,0.769230769,1,1,1,1,1,0.066666667,0.4,0.066666667,0.466666667,0.133333333,2,5,3,1,6,51.31,50.06,50.32,50.5,49.02,0.333333333,0.4,0.4,0.666666667,1,1,1,1,1,0,0.066666667,0.6,0.666666667,0.066666667,0,8,4,9,7,0
0,46.5,46.56,48.95,52.2,51.07,0.466666667,0.6,0.533333333,1,0,1,1,1,1,0,0.066666667,0.266666667,0.533333333,0.133333333,0,4,0,2,5,6,54.51,52.9,49.08,51.37,49.21,0.666666667,0.888888889,1,0,1,1,1,0,0,0,0.4,0.266666667,0,0,0,3,1,7,8,9
0,47.71,47.83,50.93,52.21,48.45,0.5,0.4,0.8,0.583333333,0.25,1,1,1,0,1,0.133333333,0.8,0.266666667,0,0.066666667,4,6,0,8,1,50.26,53.99,42.67,51.49,49.24,0.6,0.4,1,0.666666667,0.666666667,1,0,0,1,1,0.266666667,0,0,0.133333333,0.066666667,3,9,2,7,5
0,49.39,49.38,48.75,49.1,50.28,0.666666667,0,0.666666667,0.733333333,0.5,1,1,1,1,1,0.666666667,0.066666667,0.2,0.4,0.133333333,4,3,5,2,9,48.71,47.39,52.9,50.9,46.56,1,0.5,0.6,0.533333333,1,0,0,1,1,0,0,0,0.133333333,0.666666667,0,6,1,7,8,0
1,52.9,48.45,49.8,50.09,49.36,0.785714286,0.466666667,0.8,0.666666667,0.333333333,1,1,1,1,1,0.066666667,0.066666667,0.266666667,0.066666667,0.133333333,0,1,3,5,8,54.38,50.26,51.31,47.45,51.43,0,0.533333333,0,0,0.4,1,1,1,0,1,0.066666667,0.2,0.066666667,0,0.8,9,2,6,4,7
